OID_;OBJECTID;cod_ct;riesgo;localidad;barmanpre;chip;fecha_ct;año;shape_Leng;Shape_Le_1;Shape_Area
199;1384;CT-8725;ANM;SAN CRISTÓBAL;001307017011;AAA0165MEAF;15/02/2020;2020;40,057253789599997;40,057253789599997;91,937578152100002
200;1385;CT-8725;ANM;SAN CRISTÓBAL;001307017008;AAA0003ANPP;15/02/2020;2020;46,885417312199998;46,885417312199998;115,366917383000001
201;1386;CT-8725;ANM;SAN CRISTÓBAL;001307017008;AAA0003ANPP;15/02/2020;2020;56,955622205899999;56,955622205899999;159,864511373999989
202;1387;CT-8725;ANM;SAN CRISTÓBAL;001307017014;AAA0003ANNN;15/02/2020;2020;72,910148229900003;72,910148229900003;292,215761514000008
203;1388;CT-8725;ANM;SAN CRISTÓBAL;001307017020;AAA0165MECX;15/02/2020;2020;46,065057468500001;46,065057468500001;89,603696993100002
204;1389;CT-8725;ANM;SAN CRISTÓBAL;001307017020;AAA0165MECX;15/02/2020;2020;33,016179621100001;33,016179621100001;62,130188301099999
205;1390;CT-8725;ANM;SAN CRISTÓBAL;001307017002;AAA0003AOBS;15/02/2020;2020;65,639026924999996;65,639026924999996;202,331189166000001
206;1391;CT-8725;ANM;SAN CRISTÓBAL;001307017020;AAA0165MECX;15/02/2020;2020;29,290714602500000;29,290714602500000;53,148258236300002
207;1392;CT-8725;ANM;SAN CRISTÓBAL;001307017020;AAA0165MECX;15/02/2020;2020;36,635986897099997;36,635986897099997;75,359248511999994
208;1393;CT-8725;ANM;SAN CRISTÓBAL;001307017002;AAA0003AOBS;15/02/2020;2020;64,020389752400007;64,020389752400007;240,832845104999990
209;1394;CT-8725;ANM;SAN CRISTÓBAL;001307017020;AAA0165MECX;15/02/2020;2020;45,430206087300000;45,430206087300000;115,149104398999995
210;1395;CT-8725;ANM;SAN CRISTÓBAL;001307017020;AAA0165MECX;15/02/2020;2020;25,206219185700000;25,206219185700000;34,984015683999999
211;1396;CT-8725;ANM;SAN CRISTÓBAL;001307017020;AAA0165MECX;15/02/2020;2020;44,661388121599998;44,661388121599998;109,852609196000003
212;1397;CT-8725;ANM;SAN CRISTÓBAL;001307017017;AAA0003ANXR;15/02/2020;2020;31,527738858399999;31,527738858399999;62,028801848699999
213;1398;CT-8725;ANM;SAN CRISTÓBAL;001307017014;AAA0003ANNN;15/02/2020;2020;47,548570149900002;47,548570149900002;122,150231984000001
214;1415;CT-8725;A;SAN CRISTÓBAL;001307012024;AAA0003ALOE;15/02/2020;2020;41,658047785199997;41,658047785199997;99,462498255499995
215;1416;CT-8725;A;SAN CRISTÓBAL;001307012026;AAA0003ALRU;15/02/2020;2020;43,278980390500003;43,278980390500003;111,599653994999997
216;1418;CT-8725;A;SAN CRISTÓBAL;001307013001;AAA0003ALWF;15/02/2020;2020;50,815512912899997;50,815512912899997;160,787368743999991
217;1419;CT-8725;A;SAN CRISTÓBAL;001307013002;AAA0003ALXR;15/02/2020;2020;48,964053139800001;48,964053139800001;147,550922670000006
218;1420;CT-8725;A;SAN CRISTÓBAL;001307013003;AAA0003ALYX;15/02/2020;2020;73,285291818700003;73,285291818700003;231,933716787000009
219;1428;CT-8725;A;SAN CRISTÓBAL;001307013001;AAA0003ALWF;15/02/2020;2020;40,733319665400003;40,733319665400003;80,540949395599995
220;1471;CT-8725;ANM;SAN CRISTÓBAL;001307012032;AAA0167PMOM;15/02/2020;2020;66,045235399899994;66,045235399899994;160,394510451999992
221;1472;CT-8725;ANM;SAN CRISTÓBAL;001307012035;AAA0003AKMR;15/02/2020;2020;39,459586438300001;39,459586438300001;84,237564603300001
222;1473;CT-8725;A;SAN CRISTÓBAL;001307012024;AAA0003ALOE;15/02/2020;2020;58,236098143100001;58,236098143100001;167,937748591999991
223;1474;CT-8725;ANM;SAN CRISTÓBAL;001307017020;AAA0165MECX;15/02/2020;2020;37,766960703499997;37,766960703499997;49,083680363699997
224;1475;CT-8725;ANM;SAN CRISTÓBAL;001307060001;AAA0003ASKC;15/02/2020;2020;53,636350259899999;53,636350259899999;152,659886991000008
225;1476;CT-8725;ANM;SAN CRISTÓBAL;001307017008;AAA0003ANPP;15/02/2020;2020;29,943557228100001;29,943557228100001;53,554012490500000
226;1497;CT-8725;ANM;SAN CRISTÓBAL;001307016026;AAA0165MDUH;15/02/2020;2020;47,715712986100002;47,715712986100002;112,278085970000006
227;1498;CT-8725;ANM;SAN CRISTÓBAL;001307016013;AAA0154ZHMS;15/02/2020;2020;52,796691367699999;52,796691367699999;160,176527947000011
228;1499;CT-8725;ANM;SAN CRISTÓBAL;001307016026;AAA0165MDUH;15/02/2020;2020;51,264433279700000;51,264433279700000;138,876691166000001
229;1500;CT-8725;ANM;SAN CRISTÓBAL;001307016013;AAA0154ZHMS;15/02/2020;2020;47,977364709000000;47,977364709000000;127,283096127999997
230;1501;CT-8725;ANM;SAN CRISTÓBAL;001307016028;AAA0165MDXS;15/02/2020;2020;49,392338858199999;49,392338858199999;133,673119280000009
231;1502;CT-8725;ANM;SAN CRISTÓBAL;001307016028;AAA0165MDXS;15/02/2020;2020;49,630489609100003;49,630489609100003;135,905115654000014
232;1503;CT-8725;ANM;SAN CRISTÓBAL;001307016026;AAA0165MDUH;15/02/2020;2020;49,383649151900002;49,383649151900002;133,993724796000009
233;1504;CT-8725;ANM;SAN CRISTÓBAL;001307016025;AAA0165MDTD;15/02/2020;2020;49,004164253399999;49,004164253399999;131,601832460999987
234;1505;CT-8725;ANM;SAN CRISTÓBAL;001307016019;AAA0003ANAF;15/02/2020;2020;50,307083172699997;50,307083172699997;84,654519621399999
235;1506;CT-8725;ANM;SAN CRISTÓBAL;001307016019;AAA0003ANAF;15/02/2020;2020;52,251453243299999;52,251453243299999;146,048176229000006
236;1507;CT-8725;ANM;SAN CRISTÓBAL;001307016021;AAA0003AMLF;15/02/2020;2020;35,803654939799998;35,803654939799998;79,460587206200003
237;1508;CT-8725;ANM;SAN CRISTÓBAL;001307016019;AAA0003ANAF;15/02/2020;2020;44,298316122000003;44,298316122000003;72,612255578499997
238;2905;CT-8774;ANM;CIUDAD BOLIVAR;002578064005;AAA0029FMRU;29/10/2020;2020;50,961640803300000;50,961640803300000;147,532733403000009
239;2993;CT-8774;ANM;CIUDAD BOLIVAR;002578064002;AAA0029FMNN;29/10/2020;2020;63,367473050400001;63,367473050400001;236,911950574999992
240;3027;CT-8774;ANM;CIUDAD BOLIVAR;002547054009;AAA0026XRXR;29/10/2020;2020;40,081902646300001;40,081902646300001;93,047963734899994
241;3668;CT-8730;A;USME;002621026015;AAA0217LDUZ;28/04/2020;2020;39,078703366399999;39,078703366399999;90,545145097399995
242;3682;CT-8730;A;USME;002621029008;AAA0246PWKC;28/04/2020;2020;42,581915589700003;42,581915589700003;100,890750495999995
243;3683;CT-8730;A;USME;002621029002;S/I;28/04/2020;2020;34,977411217700002;34,977411217700002;68,996424735700003
244;3691;CT-8730;A;USME;002621029002;S/I;28/04/2020;2020;33,721963065300002;33,721963065300002;63,748939713399999
245;3692;CT-8730;ANM;USME;002621029010;AAA0146DEDM;28/04/2020;2020;39,596225492999999;39,596225492999999;80,962172351700005
246;3693;CT-8730;A;USME;002621029007;AAA0145ZWPA;28/04/2020;2020;40,103463209399997;40,103463209399997;83,950468962900004
247;3694;CT-8730;A;USME;002621029016;AAA0207HSWF;28/04/2020;2020;44,119295161499998;44,119295161499998;109,047281022000007
248;3695;CT-8730;A;USME;002621029016;AAA0207HSWF;28/04/2020;2020;37,452111926599997;37,452111926599997;71,112172124599994
249;3696;CT-8730;A;USME;002621029018;AAA0145ZWUH;28/04/2020;2020;37,653908679600001;37,653908679600001;76,555833799900000
250;3697;CT-8730;A;USME;002621029001;AAA0145ZWWW;28/04/2020;2020;38,280203045100002;38,280203045100002;87,555664050299995
251;3698;CT-8730;A;USME;002621029005;AAA0145ZWNX;28/04/2020;2020;36,864550441699997;36,864550441699997;74,143547071399993
252;3699;CT-8730;A;USME;002621029004;AAA0145ZWMR;28/04/2020;2020;38,535192336400002;38,535192336400002;82,977327681000006
253;3819;CT-8730;A;USME;002621027023;AAA0145ZUSY;28/04/2020;2020;36,417074787700003;36,417074787700003;71,263867531599999
254;3820;CT-8730;A;USME;002621027022;AAA0145ZURJ;28/04/2020;2020;37,269051406599999;37,269051406599999;74,598318763600005
255;3821;CT-8730;A;USME;002621027021;AAA0209YEPA;28/04/2020;2020;37,166716637500002;37,166716637500002;73,729417231900001
256;3822;CT-8730;A;USME;002621027020;AAA0145ZUPA;28/04/2020;2020;35,178650000899999;35,178650000899999;65,512938313199996
257;3823;CT-8730;A;USME;002621027019;AAA0145ZUOM;28/04/2020;2020;33,822946275299998;33,822946275299998;64,931424891199995
258;3824;CT-8730;A;USME;002621027019;AAA0145ZUOM;28/04/2020;2020;33,716105463200002;33,716105463200002;63,014835976199997
259;3825;CT-8730;A;USME;002621027016;AAA0209YEOM;28/04/2020;2020;35,347489615599997;35,347489615599997;69,843060242899995
260;3826;CT-8730;A;USME;002621027015;AAA0145ZUNX;28/04/2020;2020;40,027455028500000;40,027455028500000;95,033903176199999
261;3827;CT-8730;A;USME;002621027014;AAA0145ZUMR;28/04/2020;2020;36,817654298000001;36,817654298000001;74,834108303999997
262;3828;CT-8730;A;USME;002621027013;S/I;28/04/2020;2020;36,966226257899997;36,966226257899997;74,486652467799999
263;3829;CT-8730;A;USME;002621027012;AAA0145ZULF;28/04/2020;2020;37,431427553100001;37,431427553100001;75,384810457499995
264;3830;CT-8730;A;USME;002621027011;AAA0145ZUKC;28/04/2020;2020;37,848090584500000;37,848090584500000;76,363875476299995
265;3831;CT-8730;A;USME;002621027010;S/I;28/04/2020;2020;37,952495435400003;37,952495435400003;76,239801065999998
266;3832;CT-8730;A;USME;002621027009;AAA0145ZUJZ;28/04/2020;2020;37,914053705800001;37,914053705800001;76,670552396000005
267;3833;CT-8730;A;USME;002621027008;AAA0145ZUHK;28/04/2020;2020;37,798975173499997;37,798975173499997;76,448513236699995
268;3834;CT-8730;A;USME;002621027007;AAA0145ZUFZ;28/04/2020;2020;37,464445202699999;37,464445202699999;75,008776457699994
269;3835;CT-8730;A;USME;002621027006;AAA0145ZUEP;28/04/2020;2020;37,368022802299997;37,368022802299997;75,845993461000006
270;3836;CT-8730;A;USME;002621027024;AAA0145ZUTD;28/04/2020;2020;36,063570001400002;36,063570001400002;71,291911511500004
271;3837;CT-8730;A;USME;002621027025;AAA0180NTOM;28/04/2020;2020;35,863477250899997;35,863477250899997;70,349898909000004
272;3838;CT-8730;A;USME;002621027005;AAA0253DTEA;28/04/2020;2020;36,248121456200003;36,248121456200003;71,218651593600001
273;3840;CT-8730;A;USME;002621028002;AAA0145ZUWW;28/04/2020;2020;31,859468856500001;31,859468856500001;53,468284572800002
274;3841;CT-8730;ANM;USME;002621028024;AAA0180NTPA;28/04/2020;2020;36,256084594900003;36,256084594900003;69,999296070599996
275;3842;CT-8730;A;USME;002621028001;AAA0246ESSK;28/04/2020;2020;35,025708165399998;35,025708165399998;68,029871586400006
276;3843;CT-8730;A;USME;002621028028;AAA0145ZXCX;28/04/2020;2020;36,241415990199997;36,241415990199997;73,135376927199999
277;3844;CT-8730;A;USME;002621028027;AAA0145ZWTD;28/04/2020;2020;36,626886672900000;36,626886672900000;73,340321071199995
278;3845;CT-8730;ANM;USME;002621028025;S/I;28/04/2020;2020;36,124672090899999;36,124672090899999;66,518827285599997
279;3846;CT-8730;ANM;USME;002621028023;AAA0145ZWZE;28/04/2020;2020;37,065461040999999;37,065461040999999;77,707824044899994
280;3847;CT-8730;ANM;USME;002621028022;S/I;28/04/2020;2020;30,611676846799998;30,611676846799998;51,828955358999998
281;3848;CT-8730;ANM;USME;002621028021;S/I;28/04/2020;2020;32,019394191400004;32,019394191400004;60,514759529499997
282;3849;CT-8730;ANM;USME;002621028020;S/I;28/04/2020;2020;33,649256392500000;33,649256392500000;63,056485619800000
283;3850;CT-8730;ANM;USME;002621028019;AAA0246YODM;28/04/2020;2020;34,407524698899998;34,407524698899998;67,678468101299998
284;3851;CT-8730;ANM;USME;002621028018;AAA0217OJCN;28/04/2020;2020;34,382440408199997;34,382440408199997;66,947716263399997
285;3852;CT-8730;ANM;USME;002621028017;AAA0145ZWLF;28/04/2020;2020;34,887317933100000;34,887317933100000;68,835098881700006
286;3853;CT-8730;ANM;USME;002621028016;AAA0145ZWYN;28/04/2020;2020;34,762367575600003;34,762367575600003;67,467182485600006
287;3854;CT-8730;ANM;USME;002621028030;AAA0145ZWXS;28/04/2020;2020;35,413325522299999;35,413325522299999;71,087964202899997
288;3855;CT-8730;ANM;USME;002621028029;AAA0209YERJ;28/04/2020;2020;36,356562254000004;36,356562254000004;73,661877911299996
289;3856;CT-8730;ANM;USME;002621028015;AAA0145ZWKC;28/04/2020;2020;35,743983583800002;35,743983583800002;70,468363261299999
290;3857;CT-8730;ANM;USME;002621028014;AAA0189YTEP;28/04/2020;2020;36,189853228399997;36,189853228399997;73,607410983600005
291;3858;CT-8730;ANM;USME;002621028010;AAA0145ZWEP;28/04/2020;2020;41,784181126900002;41,784181126900002;91,797724760700007
292;3859;CT-8730;ANM;USME;002621028009;AAA0145ZWDE;28/04/2020;2020;44,203312701500003;44,203312701500003;107,964733189000000
293;3860;CT-8730;ANM;USME;002621028008;AAA0145ZWCN;28/04/2020;2020;34,047285354899998;34,047285354899998;62,651966955399999
294;3861;CT-8730;A;USME;002621028006;AAA0145ZWAW;28/04/2020;2020;35,293585121600003;35,293585121600003;65,311933425600003
295;3862;CT-8730;A;USME;002621028005;AAA0145ZUZE;28/04/2020;2020;34,378386983799999;34,378386983799999;62,690549956799998
296;3863;CT-8730;A;USME;002621028004;AAA0145ZUYN;28/04/2020;2020;34,487100805499999;34,487100805499999;65,173139324299996
297;3864;CT-8730;A;USME;002621028003;AAA0261FAHY;28/04/2020;2020;35,920589110100003;35,920589110100003;74,585477408000003
298;3865;CT-8730;A;USME;002621029006;AAA0145ZWOM;28/04/2020;2020;32,936410585499999;32,936410585499999;62,083827699899999
299;3866;CT-8730;A;USME;002621026002;AAA0145ZTMS;28/04/2020;2020;35,341868510399998;35,341868510399998;69,841011508400001
300;3867;CT-8730;A;USME;002621026012;AAA0145ZTXR;28/04/2020;2020;35,570621606099998;35,570621606099998;71,622169831600004
301;3868;CT-8730;A;USME;002621026013;AAA0209YEMR;28/04/2020;2020;31,242159695400002;31,242159695400002;49,420805494000000
302;3869;CT-8730;A;USME;002621026014;AAA0145ZTYX;28/04/2020;2020;31,960853768100002;31,960853768100002;47,740749485400002
303;3870;CT-8730;A;USME;002621026016;AAA0217LDWF;28/04/2020;2020;36,283184600799999;36,283184600799999;73,519118912400003
304;3871;CT-8730;A;USME;002621026017;AAA0244OUMS;28/04/2020;2020;32,684881843800000;32,684881843800000;60,831482151300001
305;3872;CT-8730;A;USME;002621026010;S/I;28/04/2020;2020;37,626565888700000;37,626565888700000;73,130542050100004
306;3873;CT-8730;A;USME;002621026007;AAA0251NJKL;28/04/2020;2020;36,030234891100001;36,030234891100001;68,515147267600000
307;3874;CT-8730;A;USME;002621026006;AAA0145ZTRU;28/04/2020;2020;37,011599519400001;37,011599519400001;75,182428216700004
308;3875;CT-8730;A;USME;002621026005;AAA0145ZTPP;28/04/2020;2020;37,174005801000000;37,174005801000000;74,902968940999997
309;3876;CT-8730;A;USME;002621026004;AAA0145ZTOE;28/04/2020;2020;36,610311847500000;36,610311847500000;72,158385637099997
310;3877;CT-8730;A;USME;002621026003;AAA0145ZTNN;28/04/2020;2020;38,302526187900000;38,302526187900000;81,855914131899993
311;3878;CT-8730;A;USME;002621025012;AAA0145ZTBR;28/04/2020;2020;36,512613120399998;36,512613120399998;74,334404828199993
312;3879;CT-8730;A;USME;002621025013;AAA0145ZTCX;28/04/2020;2020;36,617951783700001;36,617951783700001;74,952691262200005
313;3886;CT-8730;A;USME;002621025011;AAA0146CYCN;28/04/2020;2020;38,625882675200003;38,625882675200003;80,747580988899998
314;3887;CT-8730;A;USME;002621025010;AAA0145ZTAF;28/04/2020;2020;38,569786598000000;38,569786598000000;80,881693672500006
315;3919;CT-8730;A;USME;002621021019;S/I;28/04/2020;2020;37,326470034000003;37,326470034000003;81,684834707999997
316;3920;CT-8730;A;USME;002621021010;AAA0145ZPWF;28/04/2020;2020;40,004086635000000;40,004086635000000;92,204145117699994
317;3986;CT-8730;A;USME;002621027026;AAA0222YWEA;28/04/2020;2020;36,612681627500002;36,612681627500002;74,203286704400000
318;3989;CT-8730;A;USME;002621027001;AAA0153EZUZ;28/04/2020;2020;39,294339135100003;39,294339135100003;91,182778885700003
319;3990;CT-8730;A;USME;202410099002;S/I;28/04/2020;2020;46,576934313599999;46,576934313599999;129,994866887000001
320;3991;CT-8730;A;USME;002621007008;AAA0145ZJEA;28/04/2020;2020;35,862769202800003;35,862769202800003;71,790203601700000
321;3992;CT-8730;A;USME;002621007009;AAA0145ZJFT;28/04/2020;2020;35,976215474400000;35,976215474400000;72,549963216999998
322;4129;CT-8753;A;SAN CRISTOBAL;001306010028; ;25/06/2020;2020;41,105951946300003;41,105951946300003;89,909217774400005
323;4136;CT-8753;A;SAN CRISTOBAL;001306010017; ;25/06/2020;2020;34,321362145000002;34,321362145000002;72,150576719100002
324;4137;CT-8753;A;SAN CRISTOBAL;001306010017; ;25/06/2020;2020;31,660953661800001;31,660953661800001;59,979824049000001
325;4138;CT-8753;A;SAN CRISTOBAL;001306010017; ;25/06/2020;2020;28,614284796200000;28,614284796200000;43,318836479799998
326;4139;CT-8753;A;SAN CRISTOBAL;001306010017; ;25/06/2020;2020;28,532794570699998;28,532794570699998;42,724883976299999
327;4140;CT-8753;A;SAN CRISTOBAL;001306010017; ;25/06/2020;2020;27,268920218100000;27,268920218100000;40,449228926200000
328;4141;CT-8753;A;SAN CRISTOBAL;001306010017; ;25/06/2020;2020;36,689780298199999;36,689780298199999;64,920511343399994
329;4142;CT-8753;A;SAN CRISTOBAL;001306010017; ;25/06/2020;2020;34,889148978999998;34,889148978999998;62,628974667400001
330;4144;CT-8753;A;SAN CRISTOBAL;001306010017; ;25/06/2020;2020;39,024259664799999;39,024259664799999;92,880337215899999
331;4145;CT-8753;A;SAN CRISTOBAL;001306010017; ;25/06/2020;2020;53,005958429000003;53,005958429000003;145,035827348999987
332;4146;CT-8753;A;SAN CRISTOBAL;001306010017; ;25/06/2020;2020;49,910430789999999;49,910430789999999;98,135434482199997
333;4159;CT-8753;A;SAN CRISTOBAL;001306009039; ;25/06/2020;2020;39,799339287999999;39,799339287999999;77,835425939900006
334;4160;CT-8753;A;SAN CRISTOBAL;001306009039; ;25/06/2020;2020;40,762484566700003;40,762484566700003;77,851972935899994
335;4162;CT-8753;A;SAN CRISTOBAL;001306009021; ;25/06/2020;2020;44,316668860900002;44,316668860900002;123,902615754999999
336;4163;CT-8753;A;SAN CRISTOBAL;001306009027; ;25/06/2020;2020;43,033489092899998;43,033489092899998;113,049196760000001
337;4164;CT-8753;A;SAN CRISTOBAL;001306009021; ;25/06/2020;2020;34,764253956499999;34,764253956499999;70,904156377000007
338;4165;CT-8753;A;SAN CRISTOBAL;001306009021; ;25/06/2020;2020;36,365293432400001;36,365293432400001;81,141246670000001
339;4166;CT-8753;A;SAN CRISTOBAL;001306009028; ;25/06/2020;2020;39,600623811100000;39,600623811100000;95,179872065300003
340;4167;CT-8753;A;SAN CRISTOBAL;001306009028; ;25/06/2020;2020;40,377726068199998;40,377726068199998;87,322221028599998
341;4168;CT-8753;A;SAN CRISTOBAL;001306009028; ;25/06/2020;2020;39,735648043099999;39,735648043099999;93,685434565899996
342;4169;CT-8753;A;SAN CRISTOBAL;001306009028; ;25/06/2020;2020;37,767505624300000;37,767505624300000;81,791625632899994
343;4170;CT-8753;A;SAN CRISTOBAL;001306009035; ;25/06/2020;2020;78,367629902499999;78,367629902499999;262,052220955999985
344;4171;CT-8753;A;SAN CRISTOBAL;001306009035; ;25/06/2020;2020;51,572998673500003;51,572998673500003;138,061376687000006
345;4172;CT-8753;A;SAN CRISTOBAL;001306009001; ;25/06/2020;2020;52,627598493500003;52,627598493500003;171,733865264000002
346;4173;CT-8753;A;SAN CRISTOBAL;001306009035; ;25/06/2020;2020;57,355685086500003;57,355685086500003;152,735927801000003
347;4174;CT-8753;A;SAN CRISTOBAL;001306009033; ;25/06/2020;2020;56,041640657400002;56,041640657400002;120,470299084999994
348;4175;CT-8753;A;SAN CRISTOBAL;001306009001; ;25/06/2020;2020;37,912946768600001;37,912946768600001;84,578994907199998
349;4177;CT-8753;A;SAN CRISTOBAL;001306009006; ;25/06/2020;2020;148,012294695000008;148,012294695000008;524,155408211000008
350;4178;CT-8753;A;SAN CRISTOBAL;001306009035; ;25/06/2020;2020;147,908298612999999;147,908298612999999;784,729057797999985
351;4179;CT-8753;A;SAN CRISTOBAL;001306009035; ;25/06/2020;2020;33,900805724100003;33,900805724100003;63,940261672799998
352;4180;CT-8753;A;SAN CRISTOBAL;001306009035; ;25/06/2020;2020;35,995087343199998;35,995087343199998;71,697897453300001
353;4205;CT-8753;A;SAN CRISTOBAL;001306007058; ;25/06/2020;2020;36,971135327600003;36,971135327600003;72,832096860999997
354;4206;CT-8753;A;SAN CRISTOBAL;001306007058; ;25/06/2020;2020;36,408723087500000;36,408723087500000;71,592911945599994
355;4208;CT-8753;A;SAN CRISTOBAL;001306007036; ;25/06/2020;2020;57,555549778500001;57,555549778500001;123,109472027999999
356;4209;CT-8753;A;SAN CRISTOBAL;001306007033; ;25/06/2020;2020;54,973880855899999;54,973880855899999;105,580248843000007
357;4212;CT-8753;A;SAN CRISTOBAL;001306007033; ;25/06/2020;2020;39,403084859000003;39,403084859000003;97,025306697700003
358;4221;CT-8753;A;SAN CRISTOBAL;001306007029; ;25/06/2020;2020;54,974514590299997;54,974514590299997;144,788335030000013
359;4222;CT-8753;A;SAN CRISTOBAL;001306007001; ;25/06/2020;2020;35,458166953300001;35,458166953300001;69,968356841499997
360;4223;CT-8753;A;SAN CRISTOBAL;001306007001; ;25/06/2020;2020;36,133028406299999;36,133028406299999;72,032963303200006
361;4224;CT-8753;A;SAN CRISTOBAL;001306007002; ;25/06/2020;2020;34,815938303599999;34,815938303599999;62,079316548199998
362;4225;CT-8753;A;SAN CRISTOBAL;001306007059; ;25/06/2020;2020;34,545888932499999;34,545888932499999;58,187172673500001
363;4227;CT-8753;A;SAN CRISTOBAL;001306007046; ;25/06/2020;2020;37,980028327900001;37,980028327900001;82,539130686299998
364;4228;CT-8753;A;SAN CRISTOBAL;001306007040; ;25/06/2020;2020;34,775553336999998;34,775553336999998;65,040893194600002
365;4229;CT-8753;A;SAN CRISTOBAL;001306007040; ;25/06/2020;2020;34,955414643399997;34,955414643399997;66,089325014699995
